Change Pair,Count
"('- href=""http://dev.splunk.com""', None)",3
"(""- haven't"", None)",3
"('- far,', None)",3
"('+ combination', None)",3
"('- SparX', None)",3
"('+ to', '+ be')",3
"('- maintained', None)",3
"('+ no', '+ background')",3
"('- Thank', None)",3
"('- href=""http://www.blurb.com/jobs/sr-software-engineer""', None)",3
"('- those', None)",3
"('- billions', None)",3
"('- innovative', None)",3
"('- >http://www.blurb.com/jobs/sr-software-engineer</a>', ""+ '"")",3
"('- relevant', None)",3
"('- communication', None)",3
"('- recent', None)",3
"('- pride', None)",3
"('- hours,', None)",3
"('- Finagle)', None)",3
"('- Go.', None)",3
"('- creating', None)",3
"('+ company,', '+ Blurb,')",3
"('+ the', '+ sr-software-engineer')",3
"('- packaged', None)",3
"('- willing', None)",3
"('- containers', None)",3
"('- continuously', None)",3
"('- (with', None)",3
"('- tell', None)",3
"('- These', None)",3
"('+ company,', '+ Matygo,')",3
"('+ the', '+ Junior')",3
"('- comes', None)",3
"('- second', None)",3
"('- >http://start.matygo.com/careers/</a>', None)",3
"('+ problems', '+ in')",3
"('+ Vancouver,', '+ BC,')",3
"('+ for', None)",3
"('- DECK', '+ Dck')",3
"('- work!', None)",3
"('- architecture', None)",3
"('+ and', '+ have')",3
"('+ the', '+ easiest')",3
"('- end,', None)",3
"('- bus-oriented', None)",3
"('- CSS', None)",3
"('+ more', '+ information.')",3
"('- microservice', None)",3
"('- AngularJS', None)",3
"('- us,', None)",3
"('- Mesos+Marathon', None)",3
"('- management.', None)",3
"('- machine', None)",3
"('- Zipkin,', None)",3
"('- smart', None)",3
"('+ million', '+ nonprofits.')",3
"('- still', None)",3
"('- bonus', None)",3
"('- points', None)",3
"('- microkernels,', None)",3
"('- Exhibitor,', None)",3
"('- AWS.', None)",3
"('- Real-time', None)",3
"('+ a', '+ full-time')",3
"('- ZooKeeper,', None)",3
"('+ technical', '+ cofounder')",3
"('+ /', '+ CTO.')",3
"('- personally', None)",3
"('+ staff', None)",3
"('- either', None)",3
"('- Staff', None)",3
"('- Business', None)",3
"('- define', None)",3
"('+ company,', '+ Double')",3
"('+ they', '+ care')",3
"('- currently', None)",3
"('+ way', '+ for')",3
"('+ the', '+ start.matygo.com/careers')",3
"('- Also', None)",3
"('+ description.', '+ The')",3
"('+ give', '+ to')",3
"('- cluster', None)",3
"('+ the', '+ causes')",3
"('+ about.', '+ We')",3
"('- University', None)",3
"('- California.', None)",3
"('+ support', '+ giving')",3
"('- enjoy', None)",3
"('+ to', '+ 1.4')",3
"('+ technologies:', '+ Scala,')",3
"('+ Sproutcore', '+ (and')",3
"('- Kestrel,', None)",3
"('- keen', None)",3
"('- Packer,', None)",3
"('- CloudFormation,', None)",3
"('- handle', None)",3
"('- Python.', None)",3
"('- C', None)",3
"('+ meals', '+ together')",3
"('+ who', '+ want')",3
"('+ everyday', '+ cooked')",3
"('- anymore.', None)",3
"('+ by', '+ an')",3
"('- anywhere', None)",3
"('+ in-house', '+ chef.')",3
"('+ http://thefactory.com/', None)",3
"('+ working', '+ with')",3
"('- Science', None)",3
"('- href=""http://www.thefactory.com/pdfs/sr_frontend.pdf""', None)",3
"('+ (http://thefactory.com/pdfs/sr_frontend.pdf', None)",3
"('- href=""https://clever.com/about""', None)",3
"('+ https://clever.com/about', None)",3
"('+ beautiful', '+ old')",3
"('- href=""http://gigaom.com/2013/06/21/the-factory-janus-friis-todd-berman/""', None)",3
"('- >http://www.revzilla.com/senior-software-engineer</a>', None)",3
"('+ warehouse', '+ in')",3
"('+ We', '+ eat')",3
"('+ and', '+ design.')",3
"('+ C++', '+ and')",3
"('- href=""http://www.thefactory.com/""', None)",3
"('+ and', '+ motivated,')",3
"('- DB,', None)",3
"('- caching.', None)",3
"('- latency', None)",3
"('+ exceptionally', '+ smart')",3
"('+ me', '+ if')",3
"('- DB', None)",3
"('- schemas', None)",3
"('+ appropriate.', '+ But')",3
"('+ Python', '+ in')",3
"('+ may', '+ be')",3
"('+ your', '+ skills')",3
"('+ or', '+ robotics,')",3
"('+ data,', '+ instrumentation,')",3
"('+ with', '+ scientific')",3
"(""+ you've"", '+ worked')",3
"('+ environment.', '+ If')",3
"('+ a', '+ Linux')",3
"('- having', None)",3
"('+ SOMA.', '+ and')",3
"('+ Email', '+ chris')",3
"('- us!', None)",3
"('- projects:', None)",3
"('- jobs', None)",3
"('- equity', None)",3
"('- offer', None)",3
"('+ technologies:', '+ A')",3
"('+ Android,', '+ iOS')",3
"('+ Designer', '+ -')",3
"('- cut', None)",3
"('- dozen', None)",3
"('+ brokerage.', '+ The')",3
"('- platform.', None)",3
"('- goal', None)",3
"('+ OH', '+ or')",3
"('+ REMOTE', '+ -')",3
"('- Designer', None)",3
"('+ GiveNext', '+ is')",3
"('- sourced', None)",3
"('- geodata', None)",3
"('- dot', None)",3
"('- Graduate', None)",3
"('- Want', None)",3
"('+ stock', '+ brokerage.')",3
"('+ at', '+ thumbtack')",3
"('+ with', '+ questions.')",3
"('+ Thumbt', None)",3
"('- off', None)",3
"('- href=""http://www.revzilla.com/senior-software-engineer""', None)",3
"('- cover', None)",3
"('- studying', None)",3
"('- line:', None)",3
"('- (ClojureScript)', None)",3
"('+ you', '+ have')",3
"('- (Objective', None)",3
"('- C).', None)",3
"('- fit,', None)",3
"('- scale,', None)",3
"('- effective', None)",3
"('- href=""https://github.com/thefactory/""', None)",3
"('- Udacity', None)",3
"('- On', None)",3
"('- night', None)",3
"('- href=""http://venturebeat.com/2014/01/20/this-startup-tells-you-when-companies-try-your-competitors-software-and-is-growing-25-a-month/""', None)",3
"('+ -', '+ San')",3
"('+ gnu', '+ tool')",3
"('- quickly.', None)",3
"('+ email', '+ me')",3
"('+ at', '+ justin')",3
"('- engineers.', None)",3
"('- Serialization', None)",3
"('- Team', None)",3
"('+ system', '+ gurus,')",3
"('- scale.', None)",3
"('- problem', None)",3
"('+ office', '+ environment')",3
"('- >http://www.webaction.com</a>)', None)",3
"('+ hackers,', '+ userspace')",3
"('- href=""http://www.webaction.com""', None)",3
"('+ have', '+ a')",3
"('+ application', '+ developers,')",3
"('+ and', '+ support')",3
"('- Everyday,', None)",3
"('+ engineers.', '+ In')",3
"('+ serialization', None)",3
"('- flexibility', None)",3
"('- Location:', None)",3
"('- Engineer:', None)",3
"('- areas', None)",3
"('- Backbone,', None)",3
"('- Ember', None)",3
"('- Rails,', None)",3
"('+ Front-end', '+ developer.')",3
"('- Angular.', None)",3
"('- database', None)",3
"('- That', None)",3
"('+ cbinsights.com/jobs', None)",3
"('- site', None)",3
"('- degree', None)",3
"('- www.cbinsights.com/jobs', None)",3
"('- templating', None)",3
"('- powerful', None)",3
"('- data-binding,', None)",3
"('+ (cbinsights.com)', None)",3
"('- (www.cbinsights.com)', None)",3
"('+ everyday,', None)",3
"('+ very', '+ fun,')",3
"('+ tool', '+ hackers,')",3
"('+ full-time,remote):', '+ Timesys')",3
"('- Stanford', None)",3
"('- grads.', None)",3
"('- might', None)",3
"('+ tell', '+ em')",3
"('+ jas', '+ sent')",3
"(""+ you'"", '+ Based')",3
"('+ in', '+ Pittsburgh,')",3
"('+ PA', '+ (intern,')",3
"('+ embedded', '+ Linux')",3
"('+ team', '+ oriented')",3
"('+ kernel', '+ developers,')",3
"('+ build', '+ system')",3
"('+ work', '+ on')",3
"('+ gurus,', '+ gnu')",3
"('- vacation', None)",3
"('+ people', '+ to')",3
"('+ as', '+ long')",3
"('+ as', ""+ you're"")",3
"('- |', None)",3
"('+ the', '+ way')",3
"('+ breakroom,', '+ and')",3
"('+ Full-time', '+ Twilio')",3
"(""+ We're"", '+ looking')",3
"('+ This', '+ job')",3
"('+ offers', '+ the')",3
"('+ option', '+ to')",3
"('+ work', '+ remotely.')",3
"('+ are', '+ interested')",3
"('+ with', '+ kegerator,')",3
"('+ video', '+ game')",3
"('+ polyglot', '+ of')",3
"('+ is', '+ built')",3
"('- >http://news.ycombinator.com/item?id=3653146</a>', ""+ '"")",3
"('+ Our', '+ platform')",3
"('+ engineering', '+ team.')",3
"('- href=""http://news.ycombinator.com/item?id=3653146""', None)",3
"('+ the', '+ core')",3
"('+ openings', '+ on')",3
"('+ has', '+ several')",3
"('- challenges', None)",3
"('- bits', None)",3
"('+ where', '+ you')",3
"('- work,', None)",3
"('+ Technical', '+ Account')",3
"('- products.', None)",3
"('+ South-West', '+ of')",3
"('- [<a', None)",3
"('+ interested:', ""+ REDACTED_EMAIL'"")",3
"('- major', None)",3
"('+ Manager', '+ Technical')",3
"('- Refresh', None)",3
"('- hiring', None)",3
"('- clients,', None)",3
"('- long-term', None)",3
"('- applications', None)",3
"('+ Pittsburgh,', '+ PA')",3
"('- high', None)",3
"('+ (intern,', '+ full-time,remote):')",3
"('+ Timesys', '+ We')",3
"('+ for', '+ embedded')",3
"('+ interested', '+ or')",3
"('+ Engineer', '+ /')",3
"('+ Customer', '+ Success')",3
"('- href=""http://www.timesys.com/company/careers""', None)",3
"('- hilarious', '+ funny')",3
"('- diverse,', None)",3
"('- staff', None)",3
"('- old', None)",3
"('- Care', None)",3
"('- find', None)",3
"('+ from', '+ there!')",3
"('+ take', '+ it')",3
"('- vexing', None)",3
"('- PBworks', None)",3
"('- standards', None)",3
"('- information,', None)",3
"('+ information', None)",3
"('- href=""http://euclidanalytics.com/about/careers/""', None)",3
"('+ http://euclidanalytics.com/about/careers/', None)",3
"('+ San', ""+ Francisco's"")",3
"('- check', None)",3
"('- computer', None)",3
"('- href=""http://www.classdojo.com/jobs""', None)",3
"('+ http://classdojo.com/jobs', None)",3
"('- Frontend', None)",3
"('- processes', None)",3
"('+ Monthly', '+ stipend')",3
"('+ in', '+ music.')",3
"('+ an', '+ interest')",3
"('+ students', '+ with')",3
"('+ to', '+ EE')",3
"('- clients', None)",3
"('+ best', '+ suited')",3
"('+ It', '+ is')",3
"('- users.', None)",3
"('+ experienced', '+ engineer.')",3
"('+ following', '+ an')",3
"('- JS', None)",3
"('+ the', '+ Front-end')",3
"('+ learn', '+ the')",3
"('- mojo.js', None)",3
"('- training', None)",3
"('- combines', None)",3
"('- Who', None)",3
"('+ free', '+ to')",3
"('+ questions', '+ feel')",3
"('- y', None)",3
"('+ Linux', '+ kernel')",3
"('+ developers,', '+ build')",3
"('- role?', None)",3
"('- ClassDojo', None)",3
"('- node.JSON', None)",3
"('- node.js', None)",3
"('- multiple', None)",3
"('- handles', None)",3
"('- requests', None)",3
"('- second.', None)",3
"('- frontend', None)",3
"('- talks', None)",3
"('- single', None)",3
"('- uses', None)",3
"('- (soon', None)",3
"('- open-sourced)', None)",3
"('+ *', None)",3
"('- pretty', None)",3
"('- benefits,', None)",3
"('+ userspace', '+ application')",3
"('- ownership.', None)",3
"('- href=""http://redguava.com.au/jobs""', None)",3
"('- interact', None)",3
"('- believe', None)",3
"('- >http://redguava.com.au/jobs</a>', '+ Based')",3
"('- ideas,', None)",3
"('- experts', None)",3
"('- managing', None)",3
"('- culture', None)",3
"('- ideas', None)",3
"('+ Francisco', '+ Bay')",3
"('- process', None)",3
"('- going', None)",3
"('- content', None)",3
"('- Git,', None)",3
"('+ connect', '+ those')",3
"('+ -', '+ Mostly')",3
"('- raise', None)",3
"('- you?', None)",3
"('+ developers,', '+ and')",3
"('- change', None)",3
"('- addition', None)",3
"('- you’ll', None)",3
"('- href=""http://nimblestorage.com/company/awards.php""', None)",3
"('- >http://nimblestorage.com/company/awards.php</a>', None)",3
"('- clear', None)",3
"('- nimblestorage', None)",3
"('+ careers.php', '+ position.')",3
"('+ C/C++/Java/Perl.', '+ The')",3
"('+ software', '+ engineersemail.')",3
"('+ company,', '+ Thinknum,')",3
"('- constantly', None)",3
"('+ our', '+ hiring')",3
"('+ check', '+ out')",3
"('+ accomplish,', '+ then')",3
"('+ the', '+ Senior')",3
"('+ rails', '+ developers')",3
"('- groups', None)",3
"('- simplest', None)",3
"('- merchandising', None)",3
"('- ability', None)",3
"('- effectively', None)",3
"('- passionate', None)",3
"('- develop', None)",3
"('+ Software', '+ coop')",3
"('- deploy', None)",3
"('+ remote', '+ or')",3
"('+ local', '+ in')",3
"('- day', None)",3
"('- read', None)",3
"('+ Paoli,', '+ PA)')",3
"('- NoSQL', None)",3
"('- have:', None)",3
"('- usage', None)",3
"('+ the', '+ new')",3
"('+ an', '+ enthusiast')",3
"('+ DuckDuckGo', '+ user')",3
"('- automated', None)",3
"('+ who', '+ is')",3
"('- intuitive', None)",3
"('+ excited', '+ about')",3
"('- C#', None)",3
"('+ what', ""+ we're"")",3
"('+ trying', '+ to')",3
"('+ NYC.', '+ The')",3
"('- Sound', None)",3
"('+ Full-time,', '+ ONSITE')",3
"('+ test', '+ engineers')",3
"('+ resume', '+ along')",3
"('+ positions:', '+ If')",3
"('+ for', '+ specific')",3
"('+ careers', '+ page')",3
"('+ Please', '+ check')",3
"('+ in', '+ C/C++/Java/Perl.')",3
"('+ with', '+ expertise')",3
"('+ development', '+ and')",3
"('+ position', '+ to')",3
"('- >http://flywheelnetworks.com/jobs/web-developer</a>', None)",3
"('- href=""http://flywheelnetworks.com/jobs/web-developer""', None)",3
"('+ system', '+ software')",3
"('+ Storage', '+ is')",3
"('+ em', '+ jas')",3
"('- Chef', None)",3
"('+ your', '+ next')",3
"('+ with', '+ job')",3
"('- technologies.', None)",3
"('- minimum', None)",3
"('+ the', '+ positions:')",3
"('+ support', '+ engineers.')",3
"('+ of', '+ technologies')",3
"('+ of', '+ smoothies,')",3
"('+ for', '+ full-time')",3
"('+ positions', '+ in')",3
"('+ Here', '+ is')",3
"('+ us', '+ and')",3
"('- passion', None)",3
"('- plus', None)",3
"('+ In', '+ office')",3
"('+ environment', '+ very')",3
"('+ fun,', '+ team')",3
"('+ oriented', '+ with')",3
"('+ kegerator,', '+ video')",3
"('+ game', '+ breakroom,')",3
"('- MySQL', None)",3
"('+ welcome', '+ Nimble')",3
"('- contact', None)",3
"('+ Full', '+ time')",3
"('- yourself.', None)",3
"('- operations', None)",3
"('+ .', '+ The')",3
"('+ In', None)",3
"('+ >', '+ Software')",3
"('- levels', None)",3
"('+ CA', '+ |')",3
"('- York,', None)",3
"('+ |', '+ H1B')",3
"('+ Storage', '+ |')",3
"('- London', None)",2
"('+ India.', '+ The')",2
"('- >http://www.khanacademy.org/careers</a>', ""+ '"")",2
"('+ intern', '+ position.')",2
"('- href=""http://news.ycombinator.com/item?id=4157078""', None)",2
"('- impact', None)",2
"('- scientist,', None)",2
"('- Development;', None)",2
"('+ details', '+ here')",2
"('+ Melbourne,', '+ Australia.')",2
"('+ powersport', '+ (26')",2
"('+ Full-Time', '+ Ruby')",2
"('+ on', '+ Rails')",2
"('+ CDN', '+ market:')",2
"('+ world.', ""+ We've"")",2
"('- >http://news.ycombinator.com/item?id=4157078</a>.', None)",2
"('- OPPORTUNITIES', '+ OPPORTUNities')",2
"('+ full-time', '+ and')",2
"('+ http://onapp.com/platform/onapp-the-card-ch-done-app-no-scale', '+ anywhere')",2
"('+ startup', '+ with')",2
"('- takes', None)",2
"('- Postgres,', None)",2
"('- inspirational', None)",2
"('- surrounded', None)",2
"('+ small', '+ bootstrapped')",2
"('- Marketing;', None)",2
"('+ developer.', '+ Work')",2
"('- services,', None)",2
"('+ engineers', '+ to')",2
"('+ FULLTIME/HiRE', None)",2
"('- href=""http://www.khanacademy.org/careers""', None)",2
"('- leverage', None)",2
"('- statistics', None)",2
"('+ on', '+ Rails/Ember.js')",2
"('- frameworks', None)",2
"('- FULLTIME/HIRE', None)",2
"('+ all', '+ the')",2
"('- works', None)",2
"('+ the', '+ details')",2
"('- Berlin', None)",2
"('- DC,', None)",2
"('+ work', '+ with')",2
"('+ 150MM', None)",2
"('+ Academy', '+ -')",2
"('- well-funded', None)",2
"('+ market.', '+ Based')",2
"('- 145MM', None)",2
"('- affiliates', '+ organizations')",2
"('+ -', '+ Challenging')",2
"('- >http://github.com/khan/khan-exercises</a>),', None)",2
"('- href=""https://slice.resumetracker.com/public""', None)",2
"('- href=""http://github.com/khan/khan-exercises""', None)",2
"('- compassionate', None)",2
"('- brilliant,', None)",2
"('- Washington', None)",2
"('+ markets,', None)",2
"('+ https://dukgo.com/help/en_US/company/hiring', ""+ >'"")",2
"('+ that', '+ we')",2
"('+ the', '+ local')",2
"('+ is', '+ fine.')",2
"('- designer,', None)",2
"('+ See', '+ all')",2
"('+ bn)', '+ market.')",2
"('+ latest', '+ technologies.')",2
"('- entrepreneur,', None)",2
"('- wonderful', None)",2
"('- normal', None)",2
"('- scientist.', None)",2
"('- hours.', None)",2
"('+ district', '+ of')",2
"('- :)', None)",2
"('- CA,', None)",2
"('- enough', None)",2
"('- Paris,', None)",2
"('+ page', '+ at')",2
"('- members.', None)",2
"('- joined', None)",2
"('- alone', None)",2
"('+ http://thinknum.com', None)",2
"('- MatSci,', None)",2
"('- best-of-the-best', None)",2
"('- physical', None)",2
"('- interdisciplinary', None)",2
"('- direction.', None)",2
"('- href=""http://www.thinknum.com""', None)",2
"(""- company's"", None)",2
"('- shipped,', None)",2
"('- influence', None)",2
"('- nth', None)",2
"('- Electron', None)",2
"('+ a', '+ couple')",2
"('- migrate,', None)",2
"('+ runs', None)",2
"('- Mech-E,', None)",2
"('- EE,', None)",2
"('- SW,', None)",2
"('- MIT', None)",2
"('- succeed', None)",2
"('- here,', None)",2
"('- learner', None)",2
"('- deploy,', None)",2
"('- engineering.', None)",2
"('- connect', None)",2
"('- stack,', None)",2
"('- pick', None)",2
"('- providers.', None)",2
"('- Today,', None)",2
"('- Same', None)",2
"('+ is', None)",2
"('+ a', '+ talented')",2
"('- Runs', None)",2
"('+ written', None)",2
"('- Written', None)",2
"('+ Rails,', '+ iPhone,')",2
"('- us:', None)",2
"('- established,', None)",2
"('- funded,', None)",2
"('- Ability', None)",2
"('+ and', '+ notable')",2
"(""+ section'"", '+ section')",2
"('- display', None)",2
"('+ app', '+ store.')",2
"('+ currently', '+ hiring')",2
"('+ for', '+ many')",2
"('- data-driven', None)",2
"('- real-time', None)",2
"('+ positions', '+ -')",2
"('+ front', '+ end,')",2
"('+ and', '+ more.')",2
"('- slicing', '+ cutting')",2
"('- mentality.', None)",2
"('- band', None)",2
"('- cross-browser', None)",2
"('- leading', None)",2
"('- Knowledge', None)",2
"('- Markforged', None)",2
"('+ Markforging', None)",2
"('- computing', None)",2
"('- solutions,', None)",2
"('+ 35K', None)",2
"('- enterprises', None)",2
"('- fiber', None)",2
"('- navigation', None)",2
"('- engineered', None)",2
"('- Y', None)",2
"('- 300+', None)",2
"('- almost', None)",2
"('+ developer', None)",2
"('+ part', '+ of')",2
"('+ production', '+ machines.')",2
"('+ arise', '+ on')",2
"('+ problems', '+ that')",2
"('+ production', '+ environment')",2
"('+ Monitoring', '+ the')",2
"('- maintaining', None)",2
"('- Mountain', None)",2
"('+ provides', '+ 24x7')",2
"('+ Being', '+ part')",2
"('+ •', '+ •')",2
"('- escalating', '+ expanding')",2
"('+ •', None)",2
"('+ You', '+ love')",2
"('+ iOS,', '+ OS')",2
"('+ name,', '+ the')",2
"('- Javascript', None)",2
"('+ platforms', '+ like')",2
